"quarter","assets.group","gross.SR","net.SR","gross.CR","net.CR","gross.PnL","net.PnL","av.daily.ntrans","stat"
"2021_Q1",2,2.63682719371068,2.47973103732615,6.34467166426175,5.85327419371291,1768925.18446204,1658211.77517547,3.515625,43.3932193013974
"2021_Q3",2,1.3209680740946,1.10736052711613,2.63210085301733,2.13341874853146,692303.68000312,578023.419288115,3.22388059701493,13.5677205637784
"2021_Q4",2,2.23391994877559,1.99290055868123,6.55444842539346,5.73819786192909,1137956.43286684,1009410.93470605,3.54545454545455,39.6918158573287
"2022_Q2",2,-0.826524986759874,-1.0321623124575,-1.47724388737179,-1.77506009482953,-510139.678503503,-634002.218776137,3.18181818181818,-11.4527808409808
"2022_Q4",2,0.294020245358533,0.121919276733736,0.91527116138227,0.376745426045581,215711.0402348,89081.1117686517,3.35384615384615,1.69141641890849
"2023_Q1",2,0.285701465784404,0.0652574514254143,0.492861615415179,0.108029466958693,169804.905483816,38616.7509490594,3.73333333333333,0.394705766651403
"2023_Q2",2,3.3950084290941,3.18090739413348,10.1143065643994,9.32962556042738,2099788.8869303,1955943.2347005,4.03225806451613,70.7057599069586
